Journey_ID,Customer_ID,Campaign_ID,Journey_Date,Journey_Stage,Device,Pages_Visited,Session_Duration,Bounce,Converted
4429,4429,862,2023-11-23,Interest,Tablet,8,760,No,Yes
4430,4430,86,2025-03-23,Consideration,Laptop,10,536,No,Yes
4431,4431,765,2023-11-04,Purchase,Desktop,1,747,Yes,No
4432,4432,826,2023-01-25,Consideration,Tablet,8,760,Yes,Yes
4433,4433,793,2025-10-02,Consideration,Laptop,18,183,No,Yes
4434,4434,410,2024-01-05,Purchase,Desktop,5,204,Yes,No
4435,4435,490,2024-07-30,Awareness,Android,4,257,Yes,Yes
4436,4436,424,2024-06-10,Purchase,Tablet,7,887,Yes,Yes
4437,4437,705,2024-01-22,Interest,Desktop,9,180,Yes,No
4438,4438,873,2024-07-04,Retention,iPhone,5,109,Yes,No
4439,4439,452,2024-11-23,Awareness,Android,20,30,No,Yes
4440,4440,623,2025-04-14,Purchase,Laptop,3,441,No,Yes
4441,4441,482,2025-07-11,Consideration,iPhone,19,35,Yes,No
4442,4442,324,2025-01-30,Purchase,Tablet,13,531,No,Yes
4443,4443,111,2024-11-08,Purchase,Tablet,2,710,Yes,Yes
4444,4444,682,2025-11-03,Awareness,Tablet,16,152,Yes,No
4445,4445,833,2023-10-24,Consideration,Android,17,707,No,Yes
4446,4446,698,2025-10-03,Retention,iPhone,6,410,Yes,No
4447,4447,911,2025-07-08,Consideration,iPhone,15,359,Yes,No
4448,4448,560,2024-10-27,Purchase,Laptop,12,358,Yes,Yes
4449,4449,147,2023-05-23,Interest,iPhone,1,886,Yes,Yes
4450,4450,194,2023-05-30,Retention,Tablet,13,707,No,Yes
4451,4451,602,2024-02-02,Purchase,iPhone,16,183,Yes,Yes
4452,4452,388,2025-02-03,Retention,Android,4,55,No,Yes
4453,4453,344,2025-05-15,Retention,Laptop,11,218,Yes,Yes
4454,4454,516,2023-04-09,Purchase,Tablet,13,45,Yes,Yes
4455,4455,980,2025-11-07,Awareness,iPhone,19,272,No,No
4456,4456,880,2025-12-04,Retention,Android,8,186,No,No
4457,4457,461,2024-01-05,Retention,Tablet,2,647,No,Yes
4458,4458,675,2024-08-15,Purchase,iPhone,9,773,Yes,No
4459,4459,880,2024-10-29,Retention,Desktop,2,158,Yes,No
4460,4460,763,2023-12-02,Purchase,Laptop,5,482,Yes,No
4461,4461,984,2025-06-16,Awareness,Tablet,1,509,Yes,Yes
4462,4462,721,2024-06-18,Consideration,iPhone,11,384,Yes,No
4463,4463,764,2024-10-02,Retention,Android,5,471,Yes,Yes
4464,4464,259,2024-09-07,Purchase,Laptop,15,429,No,No
4465,4465,319,2023-09-24,Retention,iPhone,17,891,Yes,No
4466,4466,166,2025-04-29,Awareness,iPhone,1,764,No,No
4467,4467,413,2023-12-08,Awareness,Tablet,10,130,No,Yes
4468,4468,924,2023-09-29,Consideration,Desktop,5,136,No,Yes
4469,4469,593,2023-05-07,Awareness,Android,10,526,Yes,No
4470,4470,398,2024-08-13,Purchase,Laptop,17,701,No,No
4471,4471,664,2025-04-10,Interest,Laptop,17,435,No,Yes
4472,4472,672,2024-01-27,Retention,Android,13,573,No,Yes
4473,4473,281,2025-10-12,Interest,Desktop,9,355,No,Yes
4474,4474,471,2024-06-02,Consideration,iPhone,3,861,No,No
4475,4475,196,2023-05-17,Purchase,Desktop,3,367,Yes,No
4476,4476,361,2023-03-06,Awareness,iPhone,20,407,Yes,No
4477,4477,416,2023-08-24,Interest,iPhone,12,175,Yes,Yes
4478,4478,315,2024-04-16,Interest,Desktop,8,263,Yes,No
4479,4479,649,2025-12-11,Purchase,iPhone,15,563,No,No
4480,4480,95,2024-10-15,Purchase,Tablet,3,80,Yes,No
4481,4481,43,2024-10-23,Interest,iPhone,10,582,No,No
4482,4482,773,2023-11-30,Awareness,Tablet,3,500,No,No
4483,4483,757,2025-02-23,Awareness,iPhone,6,717,No,Yes
4484,4484,709,2023-11-12,Purchase,Laptop,2,157,No,No
4485,4485,152,2025-07-27,Purchase,iPhone,6,440,No,Yes
4486,4486,650,2023-11-20,Awareness,iPhone,18,797,No,Yes
4487,4487,302,2023-01-25,Awareness,Laptop,15,670,Yes,No
4488,4488,222,2025-09-19,Retention,Android,9,93,No,Yes
4489,4489,409,2023-02-24,Interest,iPhone,12,579,No,Yes
4490,4490,433,2025-11-02,Interest,iPhone,20,541,Yes,No
4491,4491,599,2025-11-18,Consideration,Android,19,780,No,No
4492,4492,884,2024-10-03,Purchase,Laptop,4,120,Yes,No
4493,4493,990,2025-04-01,Awareness,Tablet,8,357,Yes,Yes
4494,4494,918,2025-11-03,Purchase,Laptop,3,169,No,No
4495,4495,710,2023-05-02,Purchase,Desktop,20,272,No,No
4496,4496,209,2024-05-25,Retention,Tablet,7,514,Yes,Yes
4497,4497,952,2024-08-11,Purchase,Tablet,15,542,No,Yes
4498,4498,290,2024-01-24,Retention,Tablet,13,538,Yes,No
4499,4499,731,2025-09-27,Consideration,Tablet,9,193,No,No
4500,4500,744,2023-03-05,Awareness,Android,12,344,No,No
4501,4501,297,2025-10-24,Retention,iPhone,5,761,Yes,Yes
4502,4502,368,2023-04-03,Awareness,Tablet,10,72,Yes,Yes
4503,4503,626,2025-05-05,Purchase,Android,11,491,No,Yes
4504,4504,995,2025-03-28,Retention,Desktop,3,121,No,No
4505,4505,991,2025-10-21,Purchase,Tablet,14,155,No,Yes
4506,4506,425,2024-05-13,Purchase,iPhone,1,887,Yes,Yes
4507,4507,710,2025-02-21,Retention,Tablet,5,444,Yes,No
4508,4508,207,2024-06-18,Retention,Android,12,327,Yes,No
4509,4509,31,2024-03-31,Purchase,Desktop,4,345,No,No
4510,4510,178,2023-09-22,Interest,Laptop,16,411,Yes,Yes
4511,4511,429,2023-04-30,Consideration,iPhone,3,27,Yes,No
4512,4512,393,2023-06-17,Awareness,iPhone,3,420,Yes,No
4513,4513,486,2024-11-02,Interest,iPhone,10,742,No,Yes
4514,4514,874,2023-07-30,Purchase,Tablet,15,467,No,Yes
4515,4515,289,2025-03-08,Retention,iPhone,12,735,Yes,Yes
4516,4516,618,2023-05-14,Consideration,Desktop,11,700,Yes,No
4517,4517,470,2024-05-23,Awareness,Desktop,18,612,Yes,No
4518,4518,205,2024-06-17,Purchase,Android,5,774,No,Yes
4519,4519,492,2024-09-03,Purchase,Android,6,149,Yes,No
4520,4520,400,2023-02-02,Purchase,Android,16,605,Yes,Yes
4521,4521,165,2024-05-30,Purchase,Tablet,12,473,Yes,No
4522,4522,348,2023-03-22,Retention,Android,11,796,No,Yes
4523,4523,278,2025-02-02,Interest,iPhone,1,743,Yes,Yes
4524,4524,520,2024-09-10,Purchase,Laptop,11,397,Yes,Yes
4525,4525,930,2023-11-05,Purchase,iPhone,14,882,Yes,No
4526,4526,750,2023-03-21,Consideration,Laptop,20,443,No,Yes
4527,4527,545,2025-10-06,Interest,Laptop,13,149,Yes,No
4528,4528,948,2023-10-28,Interest,Desktop,8,847,Yes,Yes
4529,4529,928,2024-01-14,Awareness,Desktop,5,165,No,No
4530,4530,731,2023-08-29,Interest,Desktop,20,63,Yes,Yes
4531,4531,592,2025-11-30,Consideration,Laptop,11,837,Yes,Yes
4532,4532,21,2023-03-15,Purchase,iPhone,4,443,Yes,No
4533,4533,979,2023-03-03,Awareness,Tablet,15,648,No,Yes
4534,4534,68,2024-12-21,Consideration,Android,10,96,No,No
4535,4535,303,2023-07-09,Interest,Laptop,17,441,No,Yes
4536,4536,501,2023-03-29,Retention,Android,19,360,Yes,Yes
4537,4537,984,2023-04-06,Interest,Laptop,14,347,Yes,No
4538,4538,617,2023-02-10,Interest,Desktop,9,514,Yes,No
4539,4539,533,2024-01-03,Awareness,Desktop,12,289,Yes,No
4540,4540,61,2023-08-13,Consideration,iPhone,18,81,No,Yes
4541,4541,477,2025-08-19,Retention,Tablet,13,360,Yes,Yes
4542,4542,599,2024-09-22,Awareness,Tablet,1,55,No,Yes
4543,4543,135,2023-08-02,Awareness,Android,5,109,Yes,Yes
4544,4544,37,2023-05-02,Retention,Tablet,2,50,Yes,No
4545,4545,557,2024-01-30,Purchase,Tablet,20,340,No,Yes
4546,4546,132,2023-11-30,Retention,Android,5,378,No,Yes
4547,4547,804,2023-02-19,Awareness,Tablet,3,209,No,Yes
4548,4548,880,2025-03-27,Awareness,Laptop,18,532,No,No
4549,4549,831,2025-06-14,Awareness,Desktop,15,456,Yes,Yes
4550,4550,951,2023-11-10,Consideration,iPhone,8,662,No,No
4551,4551,37,2025-11-25,Retention,Laptop,6,87,Yes,Yes
4552,4552,401,2023-03-16,Awareness,iPhone,16,647,No,Yes
4553,4553,970,2024-01-09,Interest,Desktop,13,68,No,Yes
4554,4554,289,2025-12-06,Purchase,Android,10,707,Yes,No
4555,4555,988,2025-02-22,Awareness,iPhone,17,196,Yes,No
4556,4556,907,2023-01-15,Retention,Android,4,378,No,Yes
4557,4557,564,2024-01-28,Consideration,Desktop,14,393,No,Yes
4558,4558,760,2023-08-17,Purchase,Laptop,4,642,Yes,Yes
4559,4559,211,2023-06-22,Consideration,Android,17,339,Yes,No
4560,4560,680,2025-08-03,Retention,Tablet,9,100,Yes,No
4561,4561,54,2024-12-24,Interest,Desktop,6,851,Yes,No
4562,4562,20,2024-01-19,Purchase,Android,3,842,Yes,No
4563,4563,873,2024-07-31,Consideration,Tablet,8,734,Yes,Yes
4564,4564,271,2024-07-26,Retention,Desktop,2,768,Yes,No
4565,4565,215,2023-11-05,Interest,Android,20,896,No,No
4566,4566,856,2023-05-21,Awareness,Laptop,5,121,Yes,Yes
4567,4567,862,2023-01-14,Interest,Tablet,18,50,Yes,Yes
4568,4568,966,2023-01-27,Consideration,Desktop,3,21,No,No
4569,4569,429,2023-04-07,Retention,Tablet,1,560,Yes,Yes
4570,4570,674,2024-02-14,Purchase,iPhone,17,232,Yes,No
4571,4571,889,2024-01-12,Retention,Laptop,10,778,Yes,No
4572,4572,858,2023-06-25,Interest,Android,14,852,Yes,Yes
4573,4573,383,2024-10-30,Consideration,Android,9,838,No,Yes
4574,4574,486,2025-09-06,Retention,Laptop,16,539,No,No
4575,4575,828,2023-03-08,Awareness,Laptop,10,247,No,No
4576,4576,392,2024-07-20,Consideration,Desktop,18,791,No,Yes
4577,4577,365,2025-01-22,Awareness,Laptop,1,53,Yes,No
4578,4578,620,2025-11-09,Purchase,Tablet,10,466,Yes,Yes
4579,4579,813,2024-02-08,Purchase,Tablet,7,415,No,No
4580,4580,936,2024-06-20,Awareness,Tablet,9,427,Yes,Yes
4581,4581,28,2023-11-26,Interest,Desktop,7,346,No,No
4582,4582,674,2024-05-23,Consideration,Desktop,16,669,Yes,Yes
4583,4583,187,2025-02-28,Consideration,Laptop,4,730,No,Yes
4584,4584,422,2024-12-09,Purchase,Tablet,13,587,Yes,Yes
4585,4585,945,2023-06-10,Retention,Android,4,322,No,Yes
4586,4586,359,2025-10-25,Retention,iPhone,11,85,Yes,No
4587,4587,68,2024-04-25,Consideration,Android,2,89,No,Yes
4588,4588,951,2023-01-08,Interest,Tablet,8,494,Yes,Yes
4589,4589,834,2024-07-18,Consideration,iPhone,7,164,No,No
4590,4590,394,2023-05-13,Awareness,Tablet,7,791,No,No
4591,4591,579,2023-05-03,Consideration,Desktop,12,261,Yes,No
4592,4592,765,2025-10-08,Consideration,Laptop,10,343,No,Yes
4593,4593,906,2025-03-02,Retention,Android,8,195,No,No
4594,4594,338,2025-01-22,Awareness,iPhone,1,642,Yes,Yes
4595,4595,123,2023-04-17,Purchase,Tablet,13,717,No,No
4596,4596,385,2024-06-23,Awareness,Tablet,11,344,No,Yes
4597,4597,784,2024-11-23,Purchase,Tablet,17,261,Yes,Yes
4598,4598,374,2025-11-14,Consideration,Desktop,2,506,No,Yes
4599,4599,655,2023-05-16,Consideration,Android,5,491,Yes,Yes
4600,4600,497,2024-07-18,Retention,Laptop,12,171,No,Yes
4601,4601,868,2024-07-23,Awareness,Desktop,16,611,Yes,No
4602,4602,777,2024-07-13,Purchase,Desktop,5,706,No,Yes
4603,4603,442,2025-12-01,Consideration,Android,14,80,Yes,Yes
4604,4604,556,2024-06-29,Retention,iPhone,7,341,No,No
4605,4605,557,2024-08-25,Purchase,iPhone,2,107,No,Yes
4606,4606,85,2023-05-16,Interest,Android,20,844,Yes,Yes
4607,4607,526,2023-08-11,Purchase,Tablet,3,882,Yes,Yes
4608,4608,664,2023-07-07,Interest,iPhone,9,594,Yes,No
4609,4609,839,2025-04-18,Consideration,iPhone,9,437,No,No
4610,4610,49,2023-06-22,Interest,Android,8,399,No,Yes
4611,4611,936,2024-06-15,Interest,Tablet,14,480,No,No
4612,4612,19,2023-03-28,Retention,iPhone,17,573,Yes,Yes
4613,4613,68,2025-08-12,Consideration,Desktop,9,751,Yes,No
4614,4614,17,2024-06-13,Purchase,iPhone,9,106,No,No
4615,4615,544,2025-03-29,Purchase,iPhone,18,163,No,Yes
4616,4616,466,2023-03-21,Awareness,Laptop,15,651,Yes,No
4617,4617,619,2023-09-22,Awareness,Desktop,6,281,No,Yes
4618,4618,913,2025-11-22,Consideration,iPhone,19,326,No,No
4619,4619,490,2023-07-21,Consideration,Laptop,17,129,No,No
4620,4620,187,2024-12-20,Consideration,Android,13,65,Yes,Yes
4621,4621,328,2024-09-16,Consideration,Android,15,863,No,No
4622,4622,32,2025-06-27,Interest,Desktop,17,508,Yes,Yes
4623,4623,408,2023-08-30,Interest,Tablet,18,630,No,No
4624,4624,649,2023-12-11,Retention,Android,1,424,No,No
4625,4625,117,2023-11-07,Awareness,Android,7,502,No,Yes
4626,4626,56,2024-03-11,Awareness,Laptop,14,414,No,No
4627,4627,316,2024-03-21,Interest,Laptop,6,26,Yes,Yes
4628,4628,578,2024-05-27,Consideration,Desktop,3,157,No,Yes
4629,4629,871,2025-04-09,Retention,iPhone,7,35,No,No
4630,4630,743,2024-06-20,Interest,iPhone,1,622,No,No
4631,4631,119,2023-04-25,Purchase,Tablet,12,429,No,Yes
4632,4632,428,2025-08-03,Awareness,Laptop,5,90,Yes,No
4633,4633,985,2025-08-04,Interest,Android,2,848,No,Yes
4634,4634,3,2024-12-09,Consideration,iPhone,10,426,Yes,Yes
4635,4635,978,2024-06-25,Consideration,Android,17,836,Yes,No
4636,4636,408,2024-01-22,Awareness,Laptop,12,544,No,No
4637,4637,998,2025-06-30,Purchase,Android,10,320,No,Yes
4638,4638,425,2023-02-19,Retention,iPhone,12,478,Yes,No
4639,4639,398,2024-08-14,Consideration,Desktop,8,535,No,No
4640,4640,6,2023-10-09,Interest,Laptop,2,352,Yes,No
4641,4641,56,2024-09-15,Purchase,Laptop,16,865,No,No
4642,4642,125,2024-06-11,Interest,Tablet,10,617,Yes,No
4643,4643,744,2025-09-06,Interest,Android,15,453,No,Yes
4644,4644,415,2023-08-02,Awareness,Laptop,19,291,No,Yes
4645,4645,366,2025-04-19,Interest,Tablet,18,267,Yes,No
4646,4646,159,2023-09-30,Awareness,Tablet,17,743,No,Yes
4647,4647,148,2024-09-14,Consideration,Android,1,418,Yes,No
4648,4648,512,2023-12-09,Consideration,Android,14,149,No,No
4649,4649,977,2024-04-06,Awareness,Desktop,14,496,Yes,No
4650,4650,469,2023-03-07,Awareness,iPhone,1,774,Yes,Yes
4651,4651,221,2023-11-06,Awareness,Android,18,504,Yes,Yes
4652,4652,215,2023-03-19,Purchase,iPhone,7,837,Yes,Yes
4653,4653,73,2025-12-31,Retention,iPhone,17,113,Yes,Yes
4654,4654,142,2024-05-29,Awareness,Desktop,13,698,Yes,No
4655,4655,691,2025-03-31,Retention,Android,18,545,No,No
4656,4656,625,2025-02-17,Interest,Tablet,7,865,No,No
4657,4657,512,2023-05-17,Purchase,Android,7,235,No,Yes
4658,4658,99,2025-05-28,Purchase,Tablet,3,490,Yes,No
4659,4659,633,2024-04-11,Interest,Desktop,4,591,Yes,Yes
4660,4660,524,2024-12-15,Purchase,Android,5,378,No,Yes
4661,4661,917,2025-02-03,Consideration,Android,8,752,Yes,Yes
4662,4662,126,2025-12-25,Purchase,Laptop,19,459,Yes,Yes
4663,4663,660,2023-05-10,Retention,Tablet,17,821,No,No
4664,4664,413,2024-08-14,Interest,Desktop,6,890,No,Yes
4665,4665,778,2024-03-08,Purchase,Android,7,543,Yes,Yes
4666,4666,10,2024-02-26,Retention,Desktop,16,108,No,Yes
4667,4667,485,2024-02-29,Awareness,iPhone,3,77,Yes,Yes
4668,4668,791,2025-05-29,Purchase,Desktop,14,599,No,No
4669,4669,850,2024-06-02,Interest,Desktop,12,518,Yes,Yes
4670,4670,139,2025-12-26,Retention,Tablet,18,692,Yes,Yes
4671,4671,92,2024-01-04,Retention,Laptop,20,632,Yes,Yes
4672,4672,903,2025-06-05,Retention,Tablet,10,505,No,Yes
4673,4673,236,2023-08-28,Awareness,Android,20,772,Yes,No
4674,4674,960,2025-06-09,Awareness,Laptop,12,736,No,No
4675,4675,558,2025-06-30,Interest,Desktop,17,175,No,Yes
4676,4676,881,2025-08-17,Retention,Android,12,602,Yes,No
4677,4677,512,2024-11-03,Awareness,Desktop,12,354,Yes,No
4678,4678,196,2024-04-23,Purchase,Laptop,13,824,No,No
4679,4679,17,2024-02-25,Awareness,Tablet,10,411,No,Yes
4680,4680,365,2023-06-30,Consideration,Desktop,10,625,Yes,Yes
4681,4681,849,2023-06-20,Consideration,Android,11,282,No,Yes
4682,4682,70,2024-05-30,Consideration,Laptop,6,533,Yes,Yes
4683,4683,387,2023-05-07,Awareness,Desktop,14,503,No,Yes
4684,4684,62,2024-04-08,Retention,Android,3,129,Yes,No
4685,4685,913,2025-09-02,Purchase,Android,12,74,No,Yes
4686,4686,446,2024-12-27,Purchase,Laptop,19,773,Yes,Yes
4687,4687,225,2024-01-07,Awareness,Tablet,18,277,Yes,No
4688,4688,544,2025-04-09,Retention,Desktop,2,266,No,No
4689,4689,721,2025-11-29,Awareness,iPhone,7,720,No,Yes
4690,4690,846,2023-04-02,Purchase,Tablet,9,406,No,Yes
4691,4691,695,2023-03-30,Awareness,Tablet,10,248,Yes,Yes
4692,4692,959,2025-04-02,Interest,Tablet,12,89,Yes,No
4693,4693,79,2023-04-09,Awareness,Tablet,17,748,No,No
4694,4694,336,2024-01-07,Purchase,Desktop,2,831,No,Yes
4695,4695,733,2025-06-01,Awareness,Laptop,4,655,Yes,No
4696,4696,21,2025-06-26,Consideration,Laptop,3,607,No,No
4697,4697,56,2025-05-02,Interest,Tablet,16,900,Yes,Yes
4698,4698,515,2024-01-18,Purchase,Desktop,13,674,Yes,No
4699,4699,949,2024-11-14,Interest,Tablet,13,23,No,No
4700,4700,456,2023-06-30,Awareness,Tablet,13,113,Yes,Yes
4701,4701,889,2025-09-25,Retention,iPhone,20,541,Yes,Yes
4702,4702,320,2024-10-19,Purchase,Desktop,5,75,Yes,Yes
4703,4703,77,2023-04-30,Retention,Desktop,13,820,No,No
4704,4704,49,2024-11-27,Interest,Laptop,19,489,No,Yes
4705,4705,684,2025-01-23,Consideration,iPhone,9,299,No,No
4706,4706,524,2023-09-29,Awareness,Tablet,1,578,No,No
4707,4707,232,2024-07-28,Consideration,Desktop,20,608,No,No
4708,4708,565,2025-10-06,Interest,Laptop,2,238,No,No
4709,4709,271,2025-07-06,Awareness,iPhone,18,548,No,No
4710,4710,209,2025-11-05,Consideration,Tablet,17,117,Yes,Yes
4711,4711,447,2023-05-08,Retention,Android,16,475,Yes,Yes
4712,4712,238,2025-02-05,Retention,Tablet,1,485,Yes,Yes
4713,4713,629,2025-11-19,Interest,Desktop,8,328,No,No
4714,4714,320,2025-01-25,Interest,iPhone,19,712,Yes,No
4715,4715,448,2024-10-04,Interest,Tablet,13,471,No,Yes
4716,4716,476,2023-07-11,Consideration,Desktop,20,212,Yes,Yes
4717,4717,588,2023-03-10,Purchase,Tablet,13,177,No,Yes
4718,4718,100,2025-12-21,Interest,Android,9,89,No,No
4719,4719,896,2024-01-30,Awareness,Android,7,118,Yes,No
4720,4720,585,2025-02-27,Retention,Android,20,190,No,No
4721,4721,549,2024-04-22,Retention,Desktop,12,23,Yes,No
4722,4722,447,2024-11-09,Consideration,iPhone,4,302,No,No
4723,4723,985,2024-07-07,Interest,Desktop,16,569,No,No
4724,4724,588,2025-12-18,Consideration,Laptop,14,232,Yes,No
4725,4725,666,2023-07-27,Awareness,iPhone,20,355,No,Yes
4726,4726,101,2024-09-04,Consideration,Android,14,695,Yes,No
4727,4727,441,2023-02-16,Retention,Android,19,468,No,Yes
4728,4728,151,2023-11-15,Interest,Android,16,439,No,Yes
4729,4729,82,2025-10-05,Consideration,Laptop,17,866,No,No
4730,4730,169,2025-04-20,Retention,iPhone,3,424,Yes,Yes
4731,4731,936,2025-03-30,Purchase,Tablet,12,217,Yes,Yes
4732,4732,987,2025-09-18,Purchase,Tablet,14,717,No,Yes
4733,4733,697,2025-12-08,Purchase,Android,18,141,Yes,No
4734,4734,128,2023-02-26,Awareness,Android,1,58,Yes,Yes
4735,4735,508,2025-12-13,Awareness,iPhone,11,387,Yes,No
4736,4736,26,2023-01-18,Interest,Android,20,68,Yes,No
4737,4737,520,2025-01-21,Retention,Android,2,486,No,No
4738,4738,228,2024-06-05,Purchase,Android,7,701,Yes,No
4739,4739,537,2025-02-19,Consideration,Tablet,4,478,Yes,No
4740,4740,294,2025-07-19,Retention,Desktop,12,568,Yes,No
4741,4741,357,2024-11-26,Consideration,Tablet,20,31,No,Yes
4742,4742,452,2023-12-22,Awareness,iPhone,20,158,Yes,No
4743,4743,623,2024-07-06,Interest,Tablet,11,38,Yes,Yes
4744,4744,71,2023-08-19,Consideration,Desktop,2,313,No,No
4745,4745,169,2024-05-26,Awareness,iPhone,19,896,No,No
4746,4746,226,2025-10-18,Consideration,Android,13,129,No,No
4747,4747,352,2024-03-19,Consideration,Tablet,16,692,Yes,Yes
4748,4748,866,2023-07-07,Awareness,Laptop,5,318,No,No
4749,4749,394,2023-04-01,Interest,Desktop,1,561,No,Yes
4750,4750,724,2023-09-04,Interest,Tablet,9,414,Yes,Yes
4751,4751,161,2023-04-30,Consideration,Desktop,4,509,No,Yes
4752,4752,841,2025-06-30,Retention,Tablet,10,350,Yes,No
4753,4753,224,2025-10-16,Retention,Laptop,3,464,Yes,No
4754,4754,578,2023-09-06,Consideration,Desktop,5,71,No,No
4755,4755,204,2024-12-26,Interest,iPhone,11,133,Yes,No
4756,4756,559,2024-12-31,Purchase,iPhone,12,552,Yes,Yes
4757,4757,380,2024-11-05,Interest,Android,6,400,No,No
4758,4758,879,2023-06-13,Retention,Desktop,4,555,Yes,No
4759,4759,984,2024-09-06,Interest,Android,13,72,No,No
4760,4760,238,2024-12-05,Awareness,Desktop,17,866,Yes,Yes
4761,4761,994,2024-12-22,Retention,Desktop,7,145,Yes,Yes
4762,4762,394,2025-12-29,Retention,Tablet,4,801,Yes,No
4763,4763,841,2024-10-13,Consideration,Desktop,2,839,Yes,No
4764,4764,368,2024-08-26,Interest,Tablet,13,94,No,No
4765,4765,696,2025-11-04,Interest,Tablet,4,607,Yes,No
4766,4766,731,2024-10-14,Consideration,Android,10,468,Yes,Yes
4767,4767,893,2025-06-25,Awareness,Android,13,866,No,Yes
4768,4768,988,2024-02-29,Purchase,iPhone,12,126,No,Yes
4769,4769,676,2024-09-20,Purchase,Desktop,8,394,Yes,No
4770,4770,3,2025-06-05,Purchase,Laptop,7,701,No,Yes
4771,4771,12,2025-08-02,Interest,iPhone,5,237,No,No
4772,4772,419,2024-06-08,Interest,Laptop,18,504,Yes,No
4773,4773,51,2024-05-23,Retention,iPhone,9,526,No,No
4774,4774,322,2023-08-28,Consideration,Desktop,18,389,Yes,Yes
4775,4775,879,2024-11-12,Retention,Tablet,3,485,No,No
4776,4776,996,2023-03-02,Purchase,Laptop,14,232,No,No
4777,4777,957,2025-07-14,Purchase,iPhone,13,699,No,No
4778,4778,517,2024-12-22,Consideration,Laptop,6,113,Yes,Yes
4779,4779,512,2024-11-09,Awareness,Desktop,18,153,Yes,Yes
4780,4780,455,2024-02-20,Purchase,Desktop,4,727,No,Yes
4781,4781,964,2024-10-08,Interest,Tablet,14,244,Yes,Yes
4782,4782,145,2024-02-15,Purchase,Desktop,19,172,Yes,Yes
4783,4783,608,2025-10-02,Consideration,Laptop,10,222,No,Yes
4784,4784,619,2025-08-09,Awareness,Laptop,18,178,Yes,No
4785,4785,826,2023-03-01,Purchase,Laptop,1,89,Yes,No
4786,4786,873,2023-02-24,Awareness,Desktop,12,385,Yes,Yes
4787,4787,605,2025-03-08,Awareness,Desktop,14,182,Yes,Yes
4788,4788,569,2023-08-17,Purchase,Android,5,388,No,No
4789,4789,655,2023-08-26,Purchase,iPhone,17,728,No,No
4790,4790,347,2025-05-22,Retention,Desktop,13,380,Yes,No
4791,4791,27,2025-11-06,Consideration,Desktop,13,630,Yes,Yes
4792,4792,420,2023-10-03,Retention,Desktop,12,443,No,Yes
4793,4793,877,2023-11-06,Interest,Laptop,2,216,No,Yes
4794,4794,237,2024-01-03,Retention,Laptop,20,640,Yes,No
4795,4795,381,2024-11-23,Consideration,Laptop,1,814,Yes,Yes
4796,4796,646,2023-05-29,Consideration,Android,12,479,Yes,Yes
4797,4797,651,2025-04-03,Awareness,Tablet,11,634,Yes,No
4798,4798,625,2024-07-18,Consideration,Tablet,5,90,No,No
4799,4799,688,2023-08-20,Retention,Desktop,9,118,No,No
4800,4800,277,2025-03-13,Retention,iPhone,11,176,Yes,No
4801,4801,129,2024-05-18,Retention,Tablet,18,495,No,Yes
4802,4802,529,2025-12-07,Interest,Laptop,19,400,Yes,Yes
4803,4803,659,2023-03-10,Interest,Desktop,2,666,Yes,No
4804,4804,886,2023-09-30,Purchase,Desktop,17,136,No,Yes
4805,4805,700,2023-09-08,Purchase,Laptop,1,738,Yes,No
4806,4806,643,2025-07-19,Awareness,iPhone,2,810,No,Yes
4807,4807,472,2023-08-12,Interest,Desktop,16,791,Yes,No
4808,4808,563,2024-04-28,Consideration,iPhone,7,760,No,No
4809,4809,51,2023-02-18,Purchase,Desktop,14,790,No,Yes
4810,4810,176,2025-01-08,Retention,Tablet,7,689,Yes,Yes
4811,4811,862,2023-01-16,Purchase,Tablet,8,783,Yes,No
4812,4812,172,2024-10-05,Retention,iPhone,6,317,Yes,No
4813,4813,47,2025-08-22,Purchase,Tablet,4,86,No,No
4814,4814,57,2025-12-15,Interest,Laptop,2,479,Yes,No
4815,4815,377,2024-08-25,Retention,Laptop,8,240,No,No
4816,4816,1000,2025-09-16,Retention,iPhone,2,888,Yes,Yes
4817,4817,854,2024-12-22,Interest,Desktop,4,738,Yes,No
4818,4818,944,2023-04-27,Consideration,Android,9,206,No,Yes
4819,4819,248,2023-12-21,Retention,Laptop,5,769,Yes,Yes
4820,4820,556,2023-12-06,Retention,iPhone,14,851,Yes,No
4821,4821,257,2024-10-24,Consideration,Laptop,14,508,No,Yes
4822,4822,350,2024-04-30,Consideration,Desktop,13,368,Yes,Yes
4823,4823,779,2025-09-14,Consideration,iPhone,11,332,No,No
4824,4824,191,2025-03-21,Consideration,iPhone,7,403,Yes,No
4825,4825,884,2025-10-14,Retention,Desktop,19,543,No,Yes
4826,4826,190,2024-11-26,Awareness,Android,8,860,No,Yes
4827,4827,269,2024-11-14,Retention,iPhone,12,454,No,Yes
4828,4828,539,2024-03-12,Consideration,Desktop,6,297,No,Yes
4829,4829,14,2024-07-20,Retention,Android,11,342,No,No
4830,4830,147,2024-03-27,Awareness,Tablet,3,861,No,No
4831,4831,506,2024-09-09,Purchase,Desktop,6,256,Yes,No
4832,4832,701,2025-09-24,Purchase,Laptop,15,246,No,Yes
4833,4833,288,2023-08-10,Interest,Desktop,3,110,Yes,Yes
4834,4834,432,2023-04-29,Interest,iPhone,17,900,No,Yes
