Campaign_ID,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,Clicks,Conversions,CTR,Spend,Revenue,CPC,CPM,Engagement_Rate,Bounce_Rate,Avg_Session_Duration,Campaign_Success
127,4,1,282,0,3,4,0,1,0,3,1,759379,1,84,1,82,83,2,2,83.95,1396877,498,1524.86,1.84,4425271,100,2273292,161631,10473,7.11,759379,1396877,4.7,334.04,6.61,32.31,37,0
128,3,4,296,5,5,2,2,2,3,4,1,1163003,0,113,1,93,85,1,0,135.53,2739220,2715,428.36,2.36,4220373,71,3290059,235568,10812,7.16,1163003,2739220,4.94,353.49,3.63,37.58,40,1
129,0,0,116,7,3,3,2,0,0,2,0,805620,1,88,2,75,75,2,2,68.82,1360047,3382,238.21,1.69,554788,92,3950635,360297,25545,9.12,805620,1360047,2.24,203.92,8.84,20.8,322,0
130,4,4,119,6,0,3,0,3,0,1,2,839098,1,32,3,76,71,2,2,112.2,1780565,4206,199.5,2.12,3238323,99,3995958,49549,2645,1.24,839098,1780565,16.93,209.99,5.15,20.08,494,1
131,5,3,198,3,3,2,2,4,1,4,4,1001886,0,113,2,87,83,1,2,89.08,1894366,3976,251.98,1.89,3087633,86,1810118,169065,19780,9.34,1001886,1894366,5.93,553.49,16.2,23.91,409,1
132,4,4,124,7,2,0,0,4,0,0,4,1302739,0,70,0,93,88,1,0,132.48,3028607,2938,443.41,2.32,2233019,85,4688969,198343,11999,4.23,1302739,3028607,6.57,277.83,10.77,37.59,138,1
133,5,3,93,1,3,5,2,0,1,4,1,173784,2,80,0,65,61,0,1,70.53,296353,4505,38.58,1.71,652896,71,3017194,300814,43888,9.97,173784,296353,0.58,57.6,15.96,43.74,439,1
134,0,3,121,4,1,1,2,2,3,2,3,700625,1,30,0,94,96,1,0,99.93,1400759,3024,231.69,2.0,2275569,81,1477132,110046,10619,7.45,700625,1400759,6.37,474.31,11.09,68.3,112,1
135,2,1,134,2,3,1,1,0,3,1,3,194656,2,35,3,70,74,2,2,75.87,342341,490,397.26,1.76,4280235,71,629915,49322,5578,7.83,194656,342341,3.95,309.02,5.65,67.46,250,1
136,5,0,46,3,6,1,2,1,0,3,3,1316646,0,51,0,85,89,1,2,69.28,2228818,2045,643.84,1.69,3538128,60,1848101,62835,3876,3.4,1316646,2228818,20.95,712.43,4.67,66.28,175,0
137,1,4,161,4,0,4,2,4,2,3,0,1332704,0,20,0,97,91,1,0,119.31,2922753,3267,407.93,2.19,4446510,65,3079393,101004,4333,3.28,1332704,2922753,13.19,432.78,8.62,40.51,407,1
138,2,4,251,6,0,0,1,2,0,1,1,295882,2,79,0,71,72,2,2,83.71,543564,4827,61.3,1.84,4644536,85,4277059,65866,3313,1.54,295882,543564,4.49,69.18,5.33,32.05,423,0
139,0,3,19,0,4,2,2,2,2,2,2,671282,1,114,2,84,90,2,2,89.75,1273757,3977,168.79,1.9,3524425,96,2935051,104487,12768,3.56,671282,1273757,6.42,228.71,6.19,65.87,246,1
140,0,2,279,1,0,2,2,0,0,0,1,671049,1,83,1,85,82,1,2,103.59,1366188,4990,134.48,2.04,2742466,96,2920348,67752,4546,2.32,671049,1366188,9.9,229.78,12.71,25.88,99,1
141,2,5,283,5,6,5,1,0,3,0,3,537311,1,114,1,81,82,2,2,77.37,953028,2836,189.46,1.77,2887382,62,1076741,122640,3213,11.39,537311,953028,4.38,499.02,10.16,28.63,496,0
142,5,4,285,5,7,0,2,1,3,3,1,1476589,0,53,3,93,86,1,0,120.72,3259127,919,1606.73,2.21,1770338,79,658634,42020,5126,6.38,1476589,3259127,35.14,2241.9,17.76,48.87,351,1
143,5,1,166,3,3,3,2,1,2,1,0,419834,2,47,3,71,69,2,2,62.03,680257,4991,84.12,1.62,3872676,88,2719960,98462,6715,3.62,419834,680257,4.26,154.35,8.5,39.74,202,0
144,2,4,162,1,0,0,1,1,2,0,0,1411035,0,73,2,86,85,1,2,99.73,2818260,2326,606.64,2.0,3587430,72,3293840,62912,4649,1.91,1411035,2818260,22.43,428.39,15.38,35.17,184,1
145,3,4,116,6,7,2,2,2,2,0,2,1036905,0,28,3,89,94,1,2,110.34,2181025,1348,769.22,2.1,4314322,64,3369806,189720,14570,5.63,1036905,2181025,5.47,307.7,16.55,28.37,161,1
146,4,2,74,1,3,2,0,0,3,2,4,715873,1,100,0,89,89,1,2,83.52,1313770,1815,394.42,1.84,2675887,82,1290618,35362,4947,2.74,715873,1313770,20.24,554.67,8.12,28.52,429,1
147,3,5,211,2,0,3,2,4,3,2,2,1393724,0,81,3,93,98,1,0,136.71,3299084,4270,326.4,2.37,179127,96,1124872,114286,3474,10.16,1393724,3299084,12.2,1239.01,13.38,54.69,437,1
148,1,3,16,0,6,5,2,2,1,0,2,675229,1,115,3,82,79,2,2,71.81,1160110,1252,539.32,1.72,3253619,85,4889208,250816,5116,5.13,675229,1160110,2.69,138.11,2.2,52.63,477,0
149,2,2,23,7,5,4,1,1,2,4,3,815838,1,66,2,92,99,1,0,97.11,1608098,4999,163.2,1.97,3738091,71,3816016,70977,9063,1.86,815838,1608098,11.49,213.79,3.74,62.68,214,1
150,5,4,213,7,2,0,2,0,3,4,0,542323,1,106,1,94,99,1,0,121.47,1201082,1945,278.83,2.21,3017223,97,3565274,347257,30280,9.74,542323,1201082,1.56,152.11,2.4,47.97,443,1
151,3,3,51,0,3,2,2,2,0,3,2,1452164,0,85,3,99,98,1,0,122.17,3226272,4555,318.81,2.22,70734,62,2609440,106465,7559,4.08,1452164,3226272,13.64,556.5,8.57,63.17,331,1
152,1,5,286,3,7,1,2,4,1,4,1,1429655,0,26,2,99,96,1,0,104.76,2927361,3105,460.44,2.05,2641459,89,59963,1217,101,2.03,1429655,2927361,1174.74,23842.29,16.81,30.58,253,1
153,2,2,246,0,0,5,1,1,0,4,3,1205951,0,83,1,93,96,1,0,125.68,2721590,125,9647.61,2.26,2612275,82,1269449,90765,8005,7.15,1205951,2721590,13.29,949.98,8.38,55.7,249,1
154,2,4,218,5,5,1,1,0,0,2,3,420988,2,119,1,61,55,0,1,88.65,794193,1057,398.29,1.89,4329073,83,844712,26017,4227,3.08,420988,794193,16.18,498.38,13.87,22.88,366,1
155,2,5,141,4,0,1,1,0,3,3,2,746477,1,18,0,78,76,2,2,79.5,1339926,4479,166.66,1.79,4926322,98,979435,109794,12165,11.21,746477,1339926,6.8,762.15,10.62,57.36,122,1
156,4,2,149,4,5,2,0,3,1,1,4,398581,2,86,2,64,72,0,1,94.45,775040,2006,198.69,1.94,4433477,67,1284001,63814,7593,4.97,398581,775040,6.25,310.42,9.71,68.51,280,1
157,2,2,110,1,1,5,1,0,2,1,0,1376144,0,67,3,98,99,1,0,143.97,3357378,4976,276.56,2.44,3834187,85,412989,35517,976,8.6,1376144,3357378,38.75,3332.16,6.73,21.36,243,1
158,2,5,34,2,7,1,1,1,3,3,2,510216,1,31,0,87,82,1,2,127.06,1158496,4308,118.43,2.27,3815936,83,4701754,39494,5430,0.84,510216,1158496,12.92,108.52,7.93,42.87,373,1
159,0,5,8,5,1,0,2,3,3,2,2,1109580,0,32,1,91,84,1,0,97.72,2193861,2322,477.86,1.98,2260956,80,1503788,134589,11628,8.95,1109580,2193861,8.24,737.86,17.31,57.0,309,1
160,1,4,98,0,5,0,2,3,0,1,2,967583,1,102,2,92,84,1,0,118.02,2109524,3994,242.26,2.18,790239,84,3643896,261267,26727,7.17,967583,2109524,3.7,265.54,12.44,35.23,102,1
161,0,0,241,2,1,2,2,0,3,4,1,384979,2,41,2,61,65,0,1,61.77,622780,1830,210.37,1.62,4621737,83,2876127,197014,29690,6.85,384979,622780,1.95,133.85,10.23,55.67,234,1
162,2,0,181,7,2,2,1,4,0,4,3,508167,1,105,1,78,84,2,2,68.93,858446,560,907.44,1.69,3086727,87,1904140,46651,8313,2.45,508167,858446,10.89,266.87,14.78,29.42,133,1
163,4,2,94,6,2,0,0,1,0,2,1,603529,1,16,1,86,82,1,2,71.63,1035836,2403,251.16,1.72,180781,67,3434025,82760,12918,2.41,603529,1035836,7.29,175.75,8.8,47.12,375,1
164,0,2,31,6,2,3,2,4,3,3,3,214011,2,46,2,65,61,0,1,88.67,403774,995,215.09,1.89,1783866,83,1554204,91853,14549,5.91,214011,403774,2.33,137.7,2.9,69.59,38,1
165,4,1,96,3,5,0,0,2,1,2,1,114565,2,99,0,69,76,0,1,64.03,187920,4181,27.4,1.64,3802164,88,4344615,321501,6494,7.4,114565,187920,0.36,26.37,5.01,55.85,382,0
166,5,1,197,5,5,3,2,4,1,3,2,91230,3,84,2,67,62,0,1,89.44,172826,4028,22.65,1.89,2744709,60,3146882,244827,42550,7.78,91230,172826,0.37,28.99,8.18,40.17,160,1
167,2,4,247,6,7,3,1,4,1,3,1,1222689,0,22,0,89,89,1,2,72.97,2114885,2448,499.46,1.73,3008622,77,993927,111618,18394,11.23,1222689,2114885,10.95,1230.16,8.2,25.59,444,1
168,1,3,298,0,0,5,2,0,1,2,4,1482017,0,50,3,93,94,1,0,88.36,2791527,3409,434.74,1.88,4109995,60,1192422,128304,5683,10.76,1482017,2791527,11.55,1242.86,14.97,50.5,51,0
169,0,5,173,3,7,3,2,3,0,0,1,410276,2,56,3,78,84,2,2,67.49,687171,3397,120.78,1.67,858690,84,4575726,219634,27739,4.8,410276,687171,1.87,89.66,9.25,48.05,214,1
170,4,3,285,7,4,4,0,4,1,1,2,1252393,0,67,2,90,89,1,0,91.19,2394450,4118,304.13,1.91,3633482,64,251926,14636,708,5.81,1252393,2394450,85.57,4971.27,10.62,40.5,108,0
171,5,2,145,0,6,1,2,2,2,3,0,986742,1,64,3,81,88,2,2,113.59,2107582,1523,647.89,2.14,1989215,76,1060061,44098,5035,4.16,986742,2107582,22.38,930.84,13.12,59.25,340,1
172,5,1,88,6,3,2,2,4,2,4,0,119219,2,102,0,66,70,0,1,79.7,214236,201,593.13,1.8,4911844,61,145139,1306,84,0.9,119219,214236,91.29,821.41,5.52,25.79,388,0
173,3,1,199,0,2,1,2,2,0,2,1,275586,2,92,1,71,78,2,2,67.61,461909,2320,118.79,1.68,216721,99,1515619,14246,2418,0.94,275586,461909,19.34,181.83,8.38,37.32,410,1
174,2,0,87,4,3,2,1,0,3,1,4,1109378,0,103,1,86,87,1,2,95.33,2166948,227,4887.13,1.95,4541754,84,2998805,275890,34541,9.2,1109378,2166948,4.02,369.94,8.19,20.1,105,1
175,4,4,103,5,1,2,0,3,0,1,1,504232,1,47,1,91,85,1,0,136.29,1191449,4793,105.2,2.36,1024845,97,1628804,89421,15299,5.49,504232,1191449,5.64,309.57,9.92,59.75,356,1
176,4,5,235,0,5,1,0,0,3,3,4,1456843,0,76,3,100,99,1,0,149.7,3637736,4155,350.62,2.5,392057,78,3695408,45823,6245,1.24,1456843,3637736,31.79,394.23,15.45,28.2,473,1
177,2,3,298,7,2,3,1,4,2,0,3,792457,1,111,2,79,82,2,2,107.98,1648152,2985,265.48,2.08,551381,74,2846053,184139,32205,6.47,792457,1648152,4.3,278.44,12.34,32.22,201,1
178,5,4,280,1,1,5,2,4,0,0,2,1321360,0,22,3,87,80,1,2,82.67,2413728,118,11197.97,1.83,2756297,86,4850423,251251,22888,5.18,1321360,2413728,5.26,272.42,14.48,43.12,153,0
179,1,3,9,6,5,2,2,2,0,3,4,440879,2,36,3,90,87,1,0,79.01,789217,4685,94.1,1.79,2689324,61,4767851,106799,7721,2.24,440879,789217,4.13,92.47,2.12,33.97,245,0
180,0,3,185,4,3,4,2,2,0,3,4,549138,1,69,1,78,79,2,2,73.32,951765,1531,358.68,1.73,2051839,61,2195893,50066,6298,2.28,549138,951765,10.97,250.08,10.06,42.75,69,1
181,5,1,117,0,1,3,2,4,0,4,1,967605,1,78,1,95,99,1,0,76.88,1711499,3988,242.63,1.77,553184,99,929005,73577,12986,7.92,967605,1711499,13.15,1041.55,15.81,68.21,318,1
182,5,4,199,6,3,3,2,0,3,1,0,57882,3,118,1,72,71,2,2,87.58,108575,1352,42.81,1.88,1342684,63,3457609,88860,4363,2.57,57882,108575,0.65,16.74,2.12,58.2,329,0
183,0,5,14,2,1,3,2,2,2,4,1,1334217,0,119,0,97,99,1,0,83.74,2451490,4935,270.36,1.84,800368,64,2068200,186758,21010,9.03,1334217,2451490,7.14,645.11,3.93,24.74,47,1
184,0,3,65,1,5,1,2,4,0,0,0,198943,2,90,2,69,61,0,1,103.03,403913,4081,48.75,2.03,1799903,77,2911264,244255,27087,8.39,198943,403913,0.81,68.34,15.19,26.12,172,1
185,5,2,17,2,6,1,2,0,3,0,4,610396,1,39,0,86,94,1,2,112.1,1294649,2669,228.7,2.12,3394522,67,837062,39090,4155,4.67,610396,1294649,15.62,729.21,16.17,33.6,239,1
186,1,3,74,3,7,5,2,0,2,0,3,89700,3,55,3,49,55,0,1,70.98,153369,2933,30.58,1.71,2970374,72,4645827,209062,23644,4.5,89700,153369,0.43,19.31,13.06,24.07,496,1
187,5,4,160,2,4,3,2,1,1,4,2,142292,2,85,1,63,55,0,1,57.41,223981,3263,43.61,1.57,849776,91,3851029,417451,22083,10.84,142292,223981,0.34,36.95,6.98,50.33,72,0
188,4,1,262,6,0,1,0,4,3,2,1,149003,2,17,2,73,72,2,2,58.75,236542,719,207.24,1.59,383453,96,1019480,105618,2270,10.36,149003,236542,1.41,146.16,5.49,48.72,466,0
189,4,4,28,2,3,4,0,3,2,1,4,155720,2,65,3,88,82,1,2,96.02,305242,3525,44.18,1.96,988497,93,4412183,493723,26364,11.19,155720,305242,0.32,35.29,14.72,36.97,188,1
190,4,1,290,7,2,3,0,3,3,4,0,458640,2,56,0,89,83,1,2,111.79,971353,3143,145.92,2.12,2056014,73,1421420,29849,1964,2.1,458640,971353,15.37,322.66,2.73,25.48,191,1
191,2,0,20,2,4,2,1,1,2,0,3,699607,1,16,3,89,96,1,2,126.87,1587198,4111,170.18,2.27,1802314,75,655928,73135,10670,11.15,699607,1587198,9.57,1066.59,10.13,69.77,388,1
192,5,1,284,0,5,0,2,1,1,2,0,548582,1,90,1,85,87,1,2,101.66,1106270,596,920.44,2.02,1242196,68,3002846,314698,38676,10.48,548582,1106270,1.74,182.69,15.44,33.91,189,1
193,2,2,127,4,4,2,1,3,0,4,0,1050218,0,39,2,97,95,1,0,97.2,2071029,1038,1011.77,1.97,4649285,75,766303,28736,2175,3.75,1050218,2071029,36.55,1370.5,3.02,64.64,95,1
194,1,1,270,3,0,4,2,4,1,0,1,1390795,0,104,2,85,83,1,2,80.83,2514974,2561,543.07,1.81,646733,95,2965665,345499,29574,11.65,1390795,2514974,4.03,468.97,16.04,35.0,448,0
195,5,1,265,6,3,5,2,2,1,3,2,740423,1,62,0,89,81,1,2,81.71,1345422,3562,207.87,1.82,2483676,74,3507298,340207,39429,9.7,740423,1345422,2.18,211.11,11.78,34.92,265,1
196,2,1,64,1,6,1,1,2,1,2,0,1198209,0,114,2,92,86,1,0,100.17,2398454,4969,241.14,2.0,4768361,60,2332920,253821,33301,10.88,1198209,2398454,4.72,513.61,4.03,20.82,149,1
197,5,5,226,5,4,5,2,0,0,4,4,326034,2,56,0,64,70,0,1,70.65,556377,1049,310.8,1.71,759003,74,3780954,216648,19953,5.73,326034,556377,1.5,86.23,10.87,62.6,297,0
198,2,1,279,6,5,4,1,2,2,1,4,1499950,0,40,0,100,99,1,0,146.93,3703826,4923,304.68,2.47,4232019,68,3399328,404859,51538,11.91,1499950,3703826,3.7,441.25,9.94,31.95,71,1
199,2,5,39,1,0,5,1,2,0,4,2,1372918,0,19,3,98,93,1,0,126.36,3107737,2235,614.28,2.26,3855195,64,4677744,476662,9199,10.19,1372918,3107737,2.88,293.5,16.97,51.02,211,1
200,0,2,72,1,2,0,2,1,2,4,2,1023917,0,109,0,89,87,1,2,77.26,1814995,4639,220.72,1.77,505747,62,3457221,118236,1939,3.42,1023917,1814995,8.66,296.17,16.16,22.53,442,0
201,2,5,234,6,2,1,1,4,2,3,0,659482,1,88,3,81,73,2,2,80.83,1192541,3425,192.55,1.81,406226,98,3113643,336896,45716,10.82,659482,1192541,1.96,211.8,6.0,27.23,325,1
202,0,1,57,0,2,0,2,4,2,2,2,1461792,0,113,3,97,89,1,0,98.78,2905750,2098,696.76,1.99,3815786,69,3892609,400160,9243,10.28,1461792,2905750,3.65,375.53,4.99,62.25,483,1
203,2,5,137,0,5,0,1,1,1,1,1,1256661,0,114,1,99,93,1,0,92.96,2424853,4734,265.45,1.93,2691145,64,4517428,322092,29890,7.13,1256661,2424853,3.9,278.18,17.58,64.14,62,0
204,2,2,77,6,6,3,1,4,2,3,2,1029875,0,49,3,91,98,1,0,134.27,2412688,3844,267.92,2.34,2919291,89,3653363,73797,6154,2.02,1029875,2412688,13.96,281.9,9.48,36.96,451,1
205,3,1,100,4,5,5,2,0,2,1,4,917847,1,87,3,82,89,2,2,85.1,1698934,1231,745.61,1.85,4178099,74,953291,40705,3394,4.27,917847,1698934,22.55,962.82,11.39,30.52,427,0
206,3,1,171,2,5,5,2,0,1,4,3,1470581,0,58,1,89,97,1,2,87.49,2757192,3702,397.24,1.87,1009345,87,1465732,107584,13028,7.34,1470581,2757192,13.67,1003.31,6.01,65.36,163,1
207,2,5,183,2,4,2,1,1,3,0,2,692620,1,96,3,91,92,1,0,84.59,1278507,427,1622.06,1.85,1878228,65,4776521,571749,18581,11.97,692620,1278507,1.21,145.01,6.65,33.99,436,0
208,3,4,52,4,4,1,2,1,0,2,2,1288083,0,76,2,91,85,1,0,128.96,2949194,884,1457.11,2.29,348332,78,4316734,63887,1788,1.48,1288083,2949194,20.16,298.39,12.14,61.71,270,1
209,5,5,127,3,2,3,2,2,0,3,0,304384,2,63,2,88,90,1,2,107.88,632753,3962,76.83,2.08,4075369,63,2579913,105260,9978,4.08,304384,632753,2.89,117.98,15.28,62.64,59,1
210,0,5,177,4,7,3,2,3,2,4,4,75963,3,119,2,71,66,2,2,74.2,132327,4987,15.23,1.74,3489097,65,4777537,74051,7153,1.55,75963,132327,1.03,15.9,11.81,23.74,338,0
211,5,2,229,4,5,0,2,1,2,4,2,974642,1,59,2,81,89,2,2,88.15,1833788,3472,280.71,1.88,212651,92,2583930,236171,29285,9.14,974642,1833788,4.13,377.19,12.65,22.72,285,1
212,5,5,69,3,4,1,2,2,0,1,4,141020,2,22,3,89,94,1,2,128.73,322555,3646,38.68,2.29,2934900,83,536475,25697,799,4.79,141020,322555,5.49,262.86,9.76,55.32,409,1
213,4,1,65,7,3,0,0,0,2,2,3,1090908,0,18,1,96,99,1,0,101.17,2194579,2595,420.39,2.01,796415,77,3176021,116877,11827,3.68,1090908,2194579,9.33,343.48,8.87,44.79,216,1
214,3,2,71,3,2,1,2,4,1,3,4,1191794,0,80,0,95,99,1,0,110.76,2511825,4301,277.1,2.11,3048469,65,3182847,302688,41528,9.51,1191794,2511825,3.94,374.44,12.97,27.11,323,1
215,2,5,112,1,1,5,1,2,1,4,4,354808,2,80,0,78,80,2,2,93.95,688150,3265,108.67,1.94,584949,95,2566276,303333,5823,11.82,354808,688150,1.17,138.26,5.77,54.37,338,0
216,0,1,127,3,3,5,2,2,3,1,4,1172068,0,40,3,94,98,1,0,129.76,2692943,1738,674.38,2.3,2783882,69,2652086,66036,4153,2.49,1172068,2692943,17.75,441.94,8.93,50.54,272,1
217,3,0,44,4,1,2,2,3,3,4,0,617454,1,110,2,77,76,2,2,74.36,1076592,3400,181.6,1.74,2764379,71,1397477,93910,5531,6.72,617454,1076592,6.57,441.83,8.73,55.4,257,0
218,3,5,196,7,7,1,2,1,1,1,0,873152,1,110,2,89,86,1,2,118.87,1911067,1952,447.31,2.19,1162105,63,2567751,146105,13982,5.69,873152,1911067,5.98,340.05,2.59,23.02,169,1
219,5,1,232,1,7,1,2,1,1,4,2,387115,2,15,3,80,88,2,2,112.11,821109,1879,206.02,2.12,3414538,89,677094,33922,3812,5.01,387115,821109,11.41,571.73,14.87,34.5,31,1
220,0,1,100,3,6,2,2,2,0,2,2,871815,1,83,2,81,76,2,2,91.35,1668218,905,963.33,1.91,508183,96,869462,84946,3661,9.77,871815,1668218,10.26,1002.71,15.26,36.31,293,0
221,0,4,17,3,7,5,2,0,0,1,0,724001,1,61,3,87,92,1,2,85.47,1342804,3563,203.2,1.85,694384,69,3885940,284450,33479,7.32,724001,1342804,2.55,186.31,7.53,57.01,70,1
222,3,3,229,1,5,2,2,3,0,2,1,281021,2,112,1,82,88,2,2,113.48,599923,2025,138.78,2.13,1357459,79,1607894,30067,1250,1.87,281021,599923,9.35,174.78,12.53,45.04,308,1
223,2,1,106,6,6,5,1,4,2,4,2,422391,2,51,2,62,64,0,1,60.02,675910,4725,89.39,1.6,1358873,97,2244420,35237,1219,1.57,422391,675910,11.99,188.2,16.44,24.69,436,0
224,2,2,12,4,5,2,1,3,1,2,1,1071830,0,73,1,91,90,1,0,92.09,2058878,2193,488.75,1.92,3769095,85,2874122,135658,16265,4.72,1071830,2058878,7.9,372.92,9.04,68.82,463,1
225,0,3,295,7,5,2,2,1,1,4,3,402699,2,60,2,62,57,0,1,54.71,623015,362,1112.43,1.55,2199824,83,1789476,134747,8516,7.53,402699,623015,2.99,225.04,4.96,65.82,417,0
226,2,2,107,6,0,0,1,2,1,2,1,680847,1,18,3,87,85,1,2,115.63,1468110,1782,382.07,2.16,4076755,61,4940276,280607,30277,5.68,680847,1468110,2.43,137.82,10.16,46.3,418,1
227,0,5,238,3,3,0,2,4,3,4,1,1136458,0,55,0,86,80,1,2,79.78,2043124,3375,336.73,1.8,4845627,80,2337417,191200,6099,8.18,1136458,2043124,5.94,486.2,8.32,54.51,450,0
228,4,1,177,0,2,0,0,0,1,2,4,816090,1,91,1,94,99,1,0,99.0,1624019,2159,377.99,1.99,3503505,75,3876694,411704,14944,10.62,816090,1624019,1.98,210.51,9.48,48.8,262,1
229,0,0,38,4,5,3,2,2,1,0,1,157653,2,92,0,77,85,2,2,90.11,299714,1246,126.53,1.9,1356180,83,1364151,158241,22027,11.6,157653,299714,1.0,115.57,9.82,46.09,138,1
230,4,1,264,4,0,5,0,4,2,4,1,521536,1,102,1,83,80,2,2,117.44,1134027,4690,111.2,2.17,3678581,62,2557820,107172,15915,4.19,521536,1134027,4.87,203.9,8.32,51.49,383,1
231,0,3,185,1,2,4,2,1,3,0,2,240932,2,73,2,76,81,2,2,101.9,486441,2075,116.11,2.02,1059550,90,4250283,127933,15198,3.01,240932,486441,1.88,56.69,6.62,53.22,401,1
232,3,1,193,5,5,2,2,4,1,2,1,1123691,0,105,3,85,83,1,2,71.77,1930164,3948,284.62,1.72,1933768,63,1133798,103288,3883,9.11,1123691,1930164,10.88,991.09,7.07,33.05,71,0
233,2,4,110,4,5,0,1,3,0,3,4,1340574,0,42,3,100,99,1,0,100.64,2689727,2683,499.65,2.01,3008461,65,4574700,50779,2173,1.11,1340574,2689727,26.4,293.04,10.87,66.55,446,1
234,4,4,258,0,7,4,0,3,0,1,2,634119,1,91,3,88,84,1,2,115.49,1366463,1316,481.85,2.15,2726308,98,4692236,273557,41170,5.83,634119,1366463,2.32,135.14,8.48,30.88,361,1
235,5,2,81,2,2,3,2,0,0,3,1,471497,2,100,0,68,61,0,1,66.45,784806,2243,210.21,1.66,4168689,99,1010552,75286,4005,7.45,471497,784806,6.26,466.57,8.7,41.12,315,0
236,3,5,193,6,5,1,2,1,0,0,4,432661,2,35,3,61,59,0,1,89.59,820281,4111,105.24,1.9,3690506,97,2535614,188649,19110,7.44,432661,820281,2.29,170.63,10.3,61.91,169,1
237,1,5,153,0,0,1,2,1,3,0,2,494472,2,108,0,89,89,1,2,127.97,1127247,1674,295.38,2.28,193559,65,3201283,268907,38265,8.4,494472,1127247,1.84,154.46,17.94,40.54,176,1
238,3,2,23,0,4,1,2,2,1,0,0,263772,2,98,3,69,63,0,1,96.56,518470,3074,85.81,1.97,4292366,70,744746,44237,5273,5.94,263772,518470,5.96,354.18,5.9,55.23,352,1
239,1,1,36,4,3,0,2,0,1,3,0,1416269,0,24,2,97,99,1,0,116.61,3067780,4973,284.79,2.17,2411529,83,2848126,209052,9825,7.34,1416269,3067780,6.77,497.26,7.6,51.47,128,1
240,2,0,245,7,1,3,1,2,3,2,4,1440045,0,25,3,90,98,1,0,129.62,3306631,370,3892.01,2.3,3692717,62,1048738,19401,721,1.85,1440045,3306631,74.23,1373.12,2.26,34.0,341,1
241,2,0,32,3,0,4,1,0,0,3,1,757386,1,96,3,84,78,2,2,71.41,1298235,2869,263.99,1.71,1318572,61,2720557,309055,15638,11.36,757386,1298235,2.45,278.39,2.26,54.56,225,0
242,0,1,258,5,5,5,2,2,2,3,0,1440700,0,97,1,89,86,1,2,120.98,3183658,410,3513.9,2.21,2927684,86,595869,19365,666,3.25,1440700,3183658,74.4,2417.81,17.56,46.68,434,1
243,4,2,222,4,2,2,0,3,3,4,1,929946,1,71,2,84,78,2,2,101.64,1875143,1942,478.86,2.02,813570,98,4125629,393172,31139,9.53,929946,1875143,2.37,225.41,14.18,41.08,262,1
244,5,1,161,6,5,0,2,0,1,3,3,142909,2,69,3,64,71,0,1,68.34,240573,1454,98.29,1.68,2562148,96,3028300,79947,11192,2.64,142909,240573,1.79,47.19,3.15,40.42,482,1
245,1,0,161,6,6,3,2,0,2,3,0,802263,1,86,1,81,83,2,2,108.89,1675847,1480,542.07,2.09,376299,89,3020483,221099,22529,7.32,802263,1675847,3.63,265.61,6.38,45.16,428,1
246,4,3,181,3,2,3,0,1,2,2,2,867869,1,66,2,81,80,2,2,79.29,1556002,2361,367.59,1.79,403278,85,2754310,160576,20666,5.83,867869,1556002,5.4,315.09,6.56,51.78,297,1
247,1,3,216,1,0,3,2,4,2,3,2,1242610,0,57,1,96,99,1,0,136.67,2940885,4563,272.32,2.37,3875744,65,4537768,463759,62236,10.22,1242610,2940885,2.68,273.84,4.48,40.72,461,1
248,2,4,108,2,5,5,1,1,0,2,4,944950,1,40,1,90,98,1,0,75.23,1655835,4105,230.19,1.75,999631,73,4680310,63652,7854,1.36,944950,1655835,14.85,201.9,11.9,63.17,241,1
249,4,5,115,4,0,3,0,3,1,1,2,1164291,0,58,2,95,92,1,0,134.2,2726769,300,3880.97,2.34,1477742,90,2012330,201031,35260,9.99,1164291,2726769,5.79,578.58,15.98,29.0,326,1
250,3,3,211,6,1,5,2,2,3,1,2,1289976,0,100,2,90,89,1,0,129.66,2962558,3477,371.0,2.3,925770,86,923582,40452,4449,4.38,1289976,2962558,31.89,1396.71,11.94,64.66,447,1
251,2,4,222,3,3,4,1,2,3,0,2,856003,1,79,1,78,80,2,2,74.73,1495694,601,1424.3,1.75,826368,92,2461603,133665,22455,5.43,856003,1495694,6.4,347.74,14.88,41.7,435,1
252,0,1,190,0,7,0,2,1,1,3,2,776295,1,65,3,87,91,1,2,83.41,1423802,305,2545.23,1.83,1161783,65,2130770,199440,13382,9.36,776295,1423802,3.89,364.33,5.42,65.17,455,0
253,4,1,53,6,5,3,0,3,0,0,3,1487427,0,54,2,91,89,1,0,77.14,2634828,1086,1369.64,1.77,1770791,94,3489515,307426,33171,8.81,1487427,2634828,4.84,426.26,10.03,30.87,213,1
254,2,1,141,4,7,3,1,3,2,1,2,1388338,0,31,3,89,86,1,2,91.46,2658111,672,2065.98,1.91,2343081,69,2008304,154036,11876,7.67,1388338,2658111,9.01,691.3,12.96,58.82,500,0
